event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PER5262,"18 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,"La Libertad",Trujillo,Trujillo,Trujillo,-8.116,-79.03,1,"La Republica (Peru)",National,"On 18 October 2022, in Trujillo (La Libertad), family members of prisoners of the Men's Prison staged a demonstration in Armas square to complain against illegal charges, abuse of authority, poor food, and mistreatment of inmates and their family members during visitation.",0,"crowd size=no report",1666629794
PER5266,"18 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,Carabaya,"San Gaban","Lanlacuni Bajo",-13.4833,-70.4167,2,"La Republica (Peru)",National,"On 18 October 2022, in San Gaban municipality (coded to Lanlacuni Bajo, Puno), residents blocked the Juliaca - Puerto Maldonado highway as a demonstration to demand the regional and central governments a solution to a border dispute with neighboring regions and districts.",0,"crowd size=no report",1666629794
PER5265,"18 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Moquegua,"Mariscal Nieto",Moquegua,Moquegua,-17.1983,-70.9357,1,"La Republica (Peru)",National,"On 18 October 2022, in Moquegua (Moquegua), for the second consecutive day, dozens of residents of Cambrune staged a demonstration to demand compensation for the damages caused to the community in recent years by the Regional Special Project Past Grande (PERPG).",0,"crowd size=dozens",1666629794
PER5281,"18 October 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Peru)","Students (Peru)",6,"Police Forces of Peru (2021-2022)",,1,16,,604,"South America",Peru,Moquegua,Ilo,Ilo,Ilo,-17.6478,-71.3283,1,"Diario Correo (Peru)",National,"On 18 October 2022, in Ilo (Tacna), dozens of students from the Luis E. Valcarcel Superior Institute and their parents blocked the train tracks of Southern Peru train company as a demonstration to demand a solution of the budget needed for the construction of the university campus and that way getting the required licensing from SUNEDU. Police officers intervened with tear gas, arrested three students and one parent.",0,"crowd size=dozens",1670885783
PER5259,"17 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru)",6,,,0,60,,604,"South America",Peru,Ancash,Santa,Chimbote,Chimbote,-9.0853,-78.5783,1,"Diario Correo (Peru)",National,"On 17 October 2022, in Chimbote (Ancash), health workers of La Caleta Hospital staged a demonstration outside the hospital and marched through the center of the city as a demonstration to demand the Regional Government to approve additional budget to cover four months of owed salaries and a debt from 2019.",0,"crowd size=no report",1666629793
PER5260,"17 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Moquegua,"Mariscal Nieto",Moquegua,Moquegua,-17.1983,-70.9357,1,"La Republica (Peru)",National,"On 17 October 2022, in Moquegua (Moquegua), dozens of residents of Cambrune staged a demonstration in Mariscal Nieto commune and marched towards the Regional Special Project Past Grande (PERPG) offices to demand compensation for the damages caused to the community in recent years by the PERPG.",0,"crowd size=dozens",1666629794
PER5283,"17 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,"Police Forces of Peru (2021-2022)",,1,15,,604,"South America",Peru,Junin,Jauja,Yauli,Yauli,-11.7129,-75.4747,1,"Diario Correo (Peru)",National,"On 17 October 2022, in Yauli (Huancavelica), residents blocked the highway to Huancavelica with lighting posts, trees, burning tires, and rocks as a demonstration to repudiate the regional government for paralyzing the works of the highway to Pucapampa. The demonstrators clashed with police forces who used tear gas to disperse them. Another clash was registered at the exit to Lircay on the same highway.",0,"crowd size=no report",1670885783
PER5258,"16 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lima,Lima,Lima,"Lima - Lima District",-12.0462,-77.0451,1,"Diario Correo (Peru)",National,"On 16 October 2022, in Lima - Lima District (Lima), residents marched through the city as a demonstration to demand the destitution of president Pedro Castillo, who has been accused by the Public Ministry of leading a criminal organization inside the government.",0,"crowd size=no report",1666629793
PER5256,"15 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lima,Lima,Lima,"Lima - Lima District",-12.0462,-77.0451,1,"Diario Correo (Peru)",National,"On 15 October 2022, in Lima - Lima District (Lima), locals of Caja de Agua human settlement staged a demonstration in Via de Evitamiento lanes to complain about a security module being closed, and claimed that this would increase criminal activity in their sector.",0,"crowd size=no report",1666629793
PER5257,"15 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Government of Peru (2021-2022)",6,,,0,60,,604,"South America",Peru,Piura,Piura,Piura,Piura,-5.1945,-80.6328,1,"Diario Correo (Peru)",National,"On 15 October 2022, in Piura (Piura), dozens of residents and local authorities marched through the city as a demonstration to demand the national government to secure the budget for the construction of the High Complexity Hospital for the region next year.",0,"crowd size=dozens",1670885783
PER5282,"15 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,"Police Forces of Peru (2021-2022)",,1,15,,604,"South America",Peru,Huanuco,Yarowilca,Chavinillo,Kutipuquio,-9.8808,-76.5767,1,"Diario Correo (Peru)",National,"On 15 October 2022, in Kutipuquio (Huanuco), residents blocked a highway as a demonstration to demand the CR20 company in charge of carrying out the asphalt and widening works of the Huanuco - La Union highway to give them benefits for damaging their lands during the works. They threw rocks and sticks to police officers.",0,"crowd size=no report",1670885783
PER5234,"14 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Diario Correo (Peru)",National,"On 14 October 2022, in Arequipa (Arequipa), blind people and workers of the Rehabilitation Center for the Blind Adults marched through the city as a demonstration to complain about the public spaces of the city not being secure for blind people. The march was carried out in commemoration of International White Cane Day.",0,"crowd size=no report",1666032892
PER5240,"14 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)","Students (Peru)",5,,,0,50,,604,"South America",Peru,Ayacucho,Huamanga,Ayacucho,Ayacucho,-13.1588,-74.2232,1,"Diario Correo (Peru)",National,"On 14 October 2022, in Ayacucho (Ayacucho), San Cristobal of Humanaga University (UNSCH) students blocked several streets with rocks, trees and burning tires as a demonstration to demand the resignation of the university's dean due to several complains including the lack of classrooms and teachers, problems in the university cafeteria and student wellbeing that have not been solved.",0,"crowd size=no report",1666032892
PER5255,"14 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Tacna,Tacna,Tacna,Tacna,-18.0147,-70.2536,1,"Diario Correo (Peru)",National,"On 14 October 2022, in Tacna (Tacna), parents of students of Eduardo Perez Gamboa School staged a demonstration outside the school and the regional government offices to demand the creation of high school modules in the school that was offered five months ago.",0,"crowd size=no report",1666032892
PER5241,"14 October 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Peru)","Vigilante Group (Peru)",5,"Civilians (Peru)",,7,57,"Civilian targeting",604,"South America",Peru,Ica,Ica,Parcona,Parcona,-14.0468,-75.6985,1,"Diario Correo (Peru)",National,"On 14 October 2022, in Parcona (Ica), residents of Los Inkas sector captured and beat up two robbers with irons, sticks and rocks. They also damaged the car that the robbers used. One of the robbers was taken to a hospital by police officers.",0,"crowd size=no report",1666032892
PER5224,"14 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru)",6,,,0,60,,604,"South America",Peru,Tacna,Tacna,Tacna,Tacna,-18.0147,-70.2536,1,"Diario Correo (Peru)",National,"On 14 October 2022, in Tacna (Tacna), dozens of health workers staged a demonstration in Zela square to demand an increase of the health budget to 6 percent of the GDP.",0,"crowd size=dozens",1666032892
PER5254,"14 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ancash,Santa,"Nuevo Chimbote","Buenos Aires",-9.1208,-78.5279,1,"Diario de Chimbote (Peru)",Subnational,"On 14 October 2022, in Buenos Aires (Ancash), residents of Casuarinas second stage urbanization staged a demonstration outside the Pacific Sub-region offices to demand the regional government to remove the seven observations made in the bidding process for the streets and sidewalks works in their sector.",0,"crowd size=no report",1666032892
PER5222,"14 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Farmers (Peru)",6,,,0,60,,604,"South America",Peru,Ancash,Santa,Chimbote,Chimbote,-9.0853,-78.5783,1,"Diario de Chimbote (Peru)",Subnational,"On 14 October 2022, in Chimbote (Ancash), farmers residents of five different towns staged a demonstration outside the Pacific Sub-region offices to demand the regional government to launch a new bidding process for the electrification project that has been pending for more than 15 years.",0,"crowd size=no report",1666032892
PER5235,"14 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)","Labor Group (Peru)",5,"Police Forces of Peru (2021-2022)",,1,15,,604,"South America",Peru,Cusco,Cusco,Wanchaq,Cusco,-13.5226,-71.9673,1,"La Republica (Peru)",National,"On 14 October 2022, in Cusco (Cusco), at least 200 unionized civil construction and decorative arts union members from Cusco, Calca, Anta, and Urubamba districts staged a demonstration and occupied the land where Chinchero International Airport is being built to complain about the company hiring people from other regions instead of local workers. Police forces intervened and they clashed. The officers used tear gas to disperse them. Two people were injured.",0,"crowd size=at least 200",1670885783
PER5250,"13 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ancash,Santa,"Nuevo Chimbote","Buenos Aires",-9.1208,-78.5279,1,"Diario Correo (Peru)",National,"On 13 October 2022, in Buenos Aires (Ancash), representatives of civic movements marched from La Familia square towards the police station as a demonstration to demand authorities actions against the increasing criminal activity in the city.",0,"crowd size=no report",1666032892
PER5251,"13 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Huanuco,"Leoncio Prado",Pucayacu,Pucayacu,-8.7511,-76.1218,1,"Diario Correo (Peru)",National,"On 13 October 2022, in Pucayacu (Huanuco), residents blocked the local government offices as a demonstration to demand the mayor's accountability for the budget spent during the last three years and to fulfill promised projects that are still pending. The demonstration was held because the new mayor will take the position in two months.",0,"crowd size=no report",1666032892
PER5253,"13 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lambayeque,Chiclayo,Sana,Zana,-6.9215,-79.5843,1,"Diario Correo (Peru)",National,"On 13 October 2022, in Zana (Lambayeque), residents staged a demonstration outside the Chiclayo Special Electoral Jury (JEECH) offices to demand the annulment of the recent local and regional government elections results. This comes after the winner was accused of being involved in embezzlement crimes.",0,"crowd size=no report",1666032892
PER5236,"13 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru); Police Forces of Peru (2021-2022)",6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Diario Correo (Peru)",National,"On 13 October 2022, in Arequipa (Arequipa), at least 500 Cerro Colorado district municipality workers, including gardeners, public sanitation, roads maintenance workers, and local police officers (serenos) staged a demonstration outside the municipality offices to demand uniforms and fuel for municipal cars.",0,"crowd size=at least 500",1670885783
PER5252,"13 October 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Peru)",,5,"Police Forces of Peru (2021-2022)",,1,15,,604,"South America",Peru,Ica,Chincha,"Chincha Alta","Chincha Alta",-13.4099,-76.1324,1,"Diario Correo (Peru)",National,"On 13 October 2022, in Chincha Alta (Ica), a group of residents attacked a Criminal Investigation Department Police officer to release a man arrested for being an accomplice of robbery. The attack occurred in Senor de los Milagros human settlement. The residents brought a Pitbull dog to attack the officers during the attack. One officer was injured.",0,"crowd size=no report",1670885783
PER5223,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru)",6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Diario Correo (Peru)",National,"On 12 October 2022, in Arequipa (Arequipa), health workers and residents of Cerro Colorado district staged a demonstration in front of the Arequipa - Caylloma Health Network offices to complain about the personnel reduction in Peruarbo health center.",0,"crowd size=no report",1666032892
PER5248,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Caylloma,Majes,"El Pedregal",-16.3609,-72.1905,1,"Diario Correo (Peru)",National,"On 12 October 2022, in El Pedregal (Arequipa), parents of students of 40201 La Colina agribusiness school staged a demonstration outside the regional government offices to demand the government conclude the construction of the school, which was abandoned four years ago.",0,"crowd size=no report",1666032892
PER5232,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Loreto,"Alto Amazonas",Jeberos,Punchana,-5.3293,-76.4497,1,"La Region (Peru)",Subnational,"On 12 October 2022, in Punchana (Loreto), former workers of the district government staged a demonstration to demand payment of their Service Time Compensation (CTS) bonuses that have been owed for several months since their layoffs.",0,"crowd size=no report",1666032893
PER5226,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Cusco,Cusco,Wanchaq,Cusco,-13.5226,-71.9673,1,"La Republica (Peru)",National,"On 12 October 2022, in Cusco (Cusco), doctors, nurses, obstetricians, and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5225,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"La Republica (Peru)",National,"On 12 October 2022, in Arequipa (Arequipa), doctors, nurses, obstetricians and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5227,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Lambayeque,Lambayeque,Lambayeque,Lambayeque,-6.7011,-79.9061,1,"La Republica (Peru)",National,"On 12 October 2022, in Lambayeque (Lambayeque), doctors, nurses, obstetricians, and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5239,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Students (Peru)",6,,,0,60,,604,"South America",Peru,Cusco,Cusco,Wanchaq,Cusco,-13.5226,-71.9673,1,"La Republica (Peru)",National,"On 12 October 2022, in Cusco (Cusco), at least 50 students of the San Antonio Abad National University (UNSAAC) staged a protest and occupied the university campus as a demonstration to demand the resignation of a professor because of harassment, psychological violence and misconduct during his work.",0,"crowd size=at least 50",1666032893
PER5249,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,"San Roman",Juliaca,Juliaca,-15.5,-70.1333,1,"La Republica (Peru)",National,"On 12 October 2022, in Juliaca (Puno), residents of 10 urbanizations blocked the highway towards Puno as a demonstration to demand authorities to place a speed-bump in the highway to mitigate car accidents.",0,"crowd size=no report",1666032893
PER5233,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Piura,Piura,Castilla,Castilla,-5.2266,-80.6158,1,"La Republica (Peru)",National,"On 12 October 2022, in Castilla (Piura), former workers of the local government staged a demonstration outside the municipality offices to demand their working positions to be given back to them after they won a judicial process that gave them back their CAS contracts.",0,"crowd size=no report",1666032893
PER5228,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Loreto,Maynas,Iquitos,Iquitos,-3.7491,-73.2538,1,"La Republica (Peru)",National,"On 12 October 2022, in Iquitos (Loreto), doctors, nurses, obstetricians, and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5230,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Tacna,Tacna,Tacna,Tacna,-18.0147,-70.2536,1,"La Republica (Peru)",National,"On 12 October 2022, in Tacna (Tacna), doctors, nurses, obstetricians and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5229,"12 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Health Workers (Peru); Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Piura,Piura,Piura,Piura,-5.1945,-80.6328,1,"La Republica (Peru)",National,"On 12 October 2022, in Piura (Piura), doctors, nurses, obstetricians and other workers of the Health Ministry (MINSA) staged a demonstration to demand an increase of the health budget to 6 percent of the GDP. This was part of nationwide demonstrations.",0,"crowd size=no report",1666032893
PER5231,"12 October 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Peru)","Labor Group (Peru)",5,"Police Forces of Peru (2021-2022)",,1,15,,604,"South America",Peru,Lambayeque,Chiclayo,Chiclayo,Chiclayo,-6.7714,-79.8409,1,"La Republica (Peru)",National,"On 12 October 2022, in Chiclayo (Lambayeque), informal merchants located outside the Modelo market attacked local police officers (serenos) that were carrying out a public spaces recovery operative. Four officers were injured, and one merchant was arrested.",0,"crowd size=no report",1670885783
PER5244,"11 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ayacucho,Huamanga,Ayacucho,Ayacucho,-13.1588,-74.2232,1,"Diario Correo (Peru)",National,"On 11 October 2022, in Ayacucho (Ayacucho), residents of the Accidepa - Mellepata II sector staged a demonstration in front of Huamanga government offices to complain about not receiving a prize for a contest that took place three years ago. The contest, which was promoted by authorities, involved recycling.",0,"crowd size=no report",1666032892
PER5245,"11 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,"Civilians (Peru)","Labor Group (Peru)",7,57,,604,"South America",Peru,Cusco,Espinar,Coporaque,Coporaque,-14.8008,-71.5325,1,"Diario Correo (Peru)",National,"On 11 October 2022, in Coporaque (Cusco), residents blocked the south mining corridor highway with burning tires and rocks as form of exerting pressure against Las Bambas company before the meeting with Espinar leaders, Mining and Energy Ministry representatives, and the company. They threw rocks at the workers.",0,"crowd size=no report",1666032892
PER5238,"11 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Students (Peru)",6,,,0,60,,604,"South America",Peru,Huancavelica,Huancavelica,Huancavelica,Huancavelica,-12.7826,-74.9727,1,"Diario Correo (Peru)",National,"On 11 October 2022, in Huancavelica (Huancavelica), National Huancavelica University students marched through the city as a demonstration with several demands to university authorities, including the installation of biometric systems for students to enter the university cafeteria, the construction of a campus for Sanitation and Environmental School, among other demands. The students have been demonstrating for more than a week.",0,"crowd size=no report",1666032892
PER5246,"11 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lambayeque,Chiclayo,Chiclayo,Chiclayo,-6.7714,-79.8409,1,"Diario Correo (Peru)",National,"On 11 October 2022, in Chiclayo (Lambayeque), residents of different districts staged a demonstration outside the Lambayeque Sanitation Services Providing company (EPSEL) to complain about the poor service and high costs of monthly services of the company.",0,"crowd size=no report",1666032892
PER5237,"11 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Ronda Campesina",6,,,0,60,,604,"South America",Peru,Ancash,Santa,"Nuevo Chimbote","Buenos Aires",-9.1208,-78.5279,1,"Diario de Chimbote (Peru)",Subnational,"On 11 October 2022, in Buenos Aires (Ancash), members of Rondas Campesinas of 3 de Octubre young town staged a demonstration in front of DEPINCRI offices to reject the release of a man that was arrested for drugs possession destined for selling in their sector.",0,"crowd size=no report",1666032892
PER5247,"11 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Piura,Piura,Piura,Piura,-5.1945,-80.6328,1,"La Republica (Peru)",National,"On 11 October 2022, in Piura (Piura), dozens of residents of Piura, Castilla and Ventiseis de Octubre districts marched from Castilla district towards the city and blocked Bolognesi bridge as a demonstration to demand a faster bidding process for a potable water and sewage projects in 96 human settlements.",0,"crowd size=dozens",1666032893
PER5242,"10 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Arequipa,Arequipa,Arequipa,Arequipa,-16.3989,-71.535,1,"Diario Correo (Peru)",National,"On 10 October 2022, in Arequipa (Arequipa), residents of Yanahuara district staged a demonstration to demand the mayor to finish the works of streets maintenance for both cars and pedestrians, that started more than two months ago and it was schedule to finish in 50 days.",0,"crowd size=no report",1666032892
PER5243,"10 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)",,5,,,0,50,,604,"South America",Peru,Lima,Lima,Lurigancho,"Lima - Chosica",-11.9367,-76.6969,1,"La Republica (Peru)",National,"On 10 October 2022, in Lima - Chosica (Lima), family members and neighbors of a child that was run over and killed by a car blocked the Canoa Inn highway in the Cajamarquilla sector with burning tires as a demonstration to demand justice in the case after the responsible of the accident was driving without the required license.",0,"crowd size=no report",1666032893
PER5203,"07 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Students (Peru)",6,,,0,60,,604,"South America",Peru,Ayacucho,Huamanga,Ayacucho,Ayacucho,-13.1588,-74.2232,1,"Diario Correo (Peru)",National,"On 7 October 2022, in Ayacucho (Ayacucho), more than 6,000 students of San Cristobal de Huamanga National University (UNSCH) marched through the city as a demonstration to demand the resignation of the dean. Other university students claim that they are not tending to the student community demands and are unfit to manage the university.",0,"crowd size=more than 6,000",1665507518
PER5220,"07 October 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Peru)","Farmers (Peru)",5,"Rioters (Peru)","Farmers (Peru)",5,55,,604,"South America",Peru,Tacna,Tacna,Tacna,Tacna,-18.0147,-70.2536,1,"Diario Correo (Peru)",National,"On 7 October 2022, in Tacna (Tacna), around 100 farmers of the Huerto de Olivos Fronteras Vivas association divided in two groups clashed in Hospicio sector to claim ownership of a water well in the sector. They clashed with sticks, burned down structures and objects in the sector.",0,"crowd size=around 100",1665507518
PER5196,"07 October 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Peru)","Health Workers (Peru)",5,,,0,50,,604,"South America",Peru,Ancash,Santa,Chimbote,Chimbote,-9.0853,-78.5783,1,"Diario de Chimbote (Peru)",Subnational,"On 7 October 2022, in Chimbote (Ancash), for the fourth consecutive day, health workers of the South Pacific Health Network staged a demonstration in front of the regional government offices to complain about several changes in the management of the institution. They burned tires on the street outside of the government offices. During the demonstration two health workers drew out their blood and scattered it outside the regional government.",0,"crowd size=no report",1665507518
PER5213,"07 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","SUTEP: Union of Education Workers of Peru; Teachers (Peru)",6,,,0,60,,604,"South America",Peru,Loreto,Maynas,Iquitos,Iquitos,-3.7491,-73.2538,1,"La Region (Peru)",Subnational,"On 7 October 2022, in Iquitos (Loreto), Union of Education Workers of Peru (SUTEP) teachers staged a demonstration outside the Loreto Education Regional Management offices to demand the entity confirm the existence of a budget that guarantees the payment of their salaries for the last months of the year. This comes after the entity used the assigned budget of the current year to pay teachers in the last months of the past year.",0,"crowd size=no report",1665507518
PER5208,"07 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,"La Libertad",Trujillo,Trujillo,Trujillo,-8.116,-79.03,1,"La Republica (Peru)",National,"On 7 October 2022, in Trujillo (La Libertad), Environmental Management Services (SEGAT) workers staged a demonstration in Armas square in front of the provincial government offices to demand payment of their salaries for the last month.",0,"crowd size=no report",1665507518
PER5212,"07 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Indigenous Group (Peru)",6,,,0,60,,604,"South America",Peru,Loreto,Loreto,Urarinas,Cuninco,-4.802,-75.2169,1,"La Republica (Peru)",National,"On 7 October 2022, in Cuninco (Loreto), indigenous residents blocked two sectors of the Maranon river to stop cargo and passenger ships from going through as a demonstration to demand the government's attention to environmental damage caused by the oil spill that happened 21 days previously.",0,"crowd size=no report",1665507518
PER5218,"07 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Puno,"San Roman",Juliaca,Juliaca,-15.5,-70.1333,1,"La Republica (Peru)",National,"On 7 October 2022, in Juliaca (Puno), family members and friends of a female loan analyst that was killed staged a demonstration in La Rinconada urbanization outside the main authority of the Public Ministry to demand a life sentence for the couple that is responsible for the attack.",0,"crowd size=no report",1665507518
PER5200,"06 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Ancash,Santa,"Nuevo Chimbote","Buenos Aires",-9.1208,-78.5279,1,"Diario Correo (Peru)",National,"On 6 October 2022, in Buenos Aires (Ancash), residents staged a demonstration outside the local commune offices to demand the mayor explanations about the actions carried out to deal with criminal activity that has not worked. This comes after a resident and merchant were killed days before.",0,"crowd size=no report",1665507518
PER5209,"06 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","SUTEP: Union of Education Workers of Peru; Teachers (Peru)",6,,,0,60,,604,"South America",Peru,Lambayeque,Chiclayo,Chiclayo,Chiclayo,-6.7714,-79.8409,1,"Diario Correo (Peru)",National,"On 6 October 2022, in Chiclayo (Lambayeque), Union of Education Workers of Peru (SUTEP) teachers marched through the city as a demonstration to demand the president to fulfill his promises of allocating budget equivalent to 6% of the GDP for Education and to rise salaries for substitute and general teachers.",0,"crowd size=no report",1665507518
PER5211,"06 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,,604,"South America",Peru,Lima,Lima,"San Borja","Lima - San Borja",-12.0983,-76.9961,1,"Diario Correo (Peru)",National,"On 6 October 2022, in Lima - San Borja (Lima), approximately 5,000 residents and members of Freedom and Life Peru (Libertad and Vida Peru) and Do Not Mess with my Children (Con Mis Hijos No Te Metas) organizations marched from San Martin plaza towards the American States Organization (OEA) offices as a demonstration against OEA recommendations, advocating for the legalization of abortion, vaccination enforcement, and so-called 'gender ideology' proposals.",0,"crowd size=approximately 5,000",1665507518
PER5219,"06 October 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Peru)","Labor Group (Peru)",6,,,0,60,,604,"South America",Peru,Tacna,Tacna,Tacna,Tacna,-18.0147,-70.2536,1,"Diario Correo (Peru)",National,"On 6 October 2022, in Tacna (Tacna), representatives of different textile manufacturing associations and galleries staged a demonstration outside the Civic Center to demand the central government aid for an economic reactivation of their sector.",0,"crowd size=no report",1665507518
